Frequency Log(Hz), Gain(dB), Phase(deg)
3.00000330702098,-5.77228600050258,0.0192572953981569
3.00500992863829,-5.77247754649794,-0.00401108210490717
3.00999901826351,-5.77621913616406,0.00136337028538721
3.01500959721669,-5.77206258144104,0.0252846317077019
3.02000165441083,-5.77315705213677,-0.00706396624046614
3.02499426213247,-5.77207986917372,-0.0042779731995341
3.03000562693885,-5.77412833052697,0.0015428122500704
3.03499714110545,-5.77254138639613,-0.00642764454603422
3.04000571832066,-5.7732938537661,0.00866381253575956
3.04499365893573,-5.77129814461984,0.0240840243837503
3.04999706515493,-5.77316033779645,0.00300669728226777
3.05499694131327,-5.77656447938607,0.00959696902993975
3.05999275589204,-5.77464063719553,0.0210796521884653
3.06500140940756,-5.77549079518181,0.0223962902661231
3.07000459811,-5.77283252660578,0.00162717513381698
3.07500185499283,-5.77421692125929,0.0257484932310991
3.0799927309839,-5.77281251910591,-0.0101876326633479
3.08499342357279,-5.77073608206806,0.0160342537847502
3.09000294779621,-5.77260933994593,0.0180186765704404
3.0950040985896,-5.77122592692902,0.00359489336173045
3.09999650842934,-5.77331824029916,0.00189173689388128
3.1049957057457,-5.77174246997096,0.0167517444651588
3.11000080906787,-5.77246366576689,0.0240400280889353
3.11499544576045,-5.77512698283991,0.0240864476128989
3.11999466293782,-5.77500848168068,0.00419340249266735
3.12499765403033,-5.77424599496955,0.0182504470236338
3.13000363828281,-5.7756940451493,0.0180834905864012
3.13499704017419,-5.77050639167624,0.0261955933126009
3.14000693911243,-5.77316421896406,0.0199557820075839
3.14500315417466,-5.77418634828332,-0.00341569837360661
3.14999981694791,-5.7747288611277,0.00970363528992883
3.15499626213765,-5.77521723153173,0.00362966849030448
3.16000583832442,-5.77546900308881,-0.000515679698123515
3.16499978259092,-5.77307894063563,0.00562238320365121
3.17000532186667,-5.77356765493053,0.00809801245602944
3.17499437664947,-5.77497601205306,-0.000527811599208602
3.17999358236785,-5.77348237602101,0.00630625419371976
3.18500194338571,-5.77351719503901,0.0367259251288365
3.190005436766,-5.77325239313954,0.0160908830989545
3.19500357510784,-5.77376043832836,0.0010486625459618
3.19999588945832,-5.77362239794666,0.0132744939384563
3.20499454320004,-5.7739031034685,0.0157289939298159
3.20999867030517,-5.7768277295968,0.0192343888438248
3.2149951049291,-5.77435278583177,0.0202818531846232
3.21999564412006,-5.77160218305242,0.0103627601575237
3.22499949691214,-5.77607742676875,-0.0105159063127457
3.23000589783148,-5.77373711498727,0.013748242544842
3.23500233448344,-5.77405777887603,0.0146565362647343
3.24000013239226,-5.77346991114789,0.011801897405611
3.24499859482012,-5.77361420934287,0.0280402505472624
3.24999704841057,-5.7744091443219,0.0147651304123713
3.25499484266252,-5.77451542177197,0.0181109901144138
3.26000246307543,-5.77219126454717,0.025188308800236
3.26499694886067,-5.7736319546321,0.0217457497877294
3.26999981795393,-5.77351821722858,0.0160990431722957
3.27499939690885,-5.77402597702277,0.0214676019027932
3.279995146171,-5.77369882104488,0.0152867731608698
3.28499703799579,-5.77492567906172,0.0136139172102401
3.29000421164423,-5.77440019640048,0.00455293110989868
3.29499532746438,-5.77247775438307,0.0130174578798988
3.30000068984962,-5.77306109119811,0.00481117100737261
3.30499912220679,-5.77454134088594,0.0401607104369978
3.31000011404039,-5.77249430779535,-0.000130690170205957
3.31500292665823,-5.77299709640941,0.0261542951267831
3.31999716623034,-5.77454424877069,0.0190602272387972
3.32500161211616,-5.77094205464934,0.0378043433244255
3.3299963462566,-5.77530581109801,0.0257080375504672
3.33499975090547,-5.77290888925192,0.0105819537659156
3.34000163504945,-5.77482588208864,0.0339145199933288
3.34500139819117,-5.77452102911668,0.0292900061228119
3.34999846102084,-5.77533458320414,0.0126376121260365
3.35500119502274,-5.77252417092828,0.0171841507723398
3.35999992735521,-5.77584952031568,0.0350943718679731
3.36500286974154,-5.77508229250559,0.00928682843541443
3.37000059983632,-5.77170742565752,0.0104913903842656
3.3750011721899,-5.77382888453588,0.0152421610138777
3.3800038386795,-5.77248487867871,0.0279871107090046
3.38499954179144,-5.77552139154097,0.0358411854766251
3.38999610675649,-5.77343974935459,0.0103027823282588
3.39500099863917,-5.77271320810247,0.034580622797876
3.39999717920894,-5.77629348973646,0.0224206223237919
3.40500021219199,-5.77167371257304,0.0458183495882634
3.41000134452198,-5.77222643752373,0.0266854357584533
3.41499998889428,-5.77303593914734,0.0365225725411881
3.42000326760922,-5.77565834542314,0.0325449395283025
3.42500276996446,-5.77394538714983,0.0384083363273606
3.42999797293823,-5.77578291970363,0.025166577138624
3.43500322835498,-5.77295794707226,0.0525376803898583
3.44000285615304,-5.77341824062909,0.0121208174289242
3.44499639610707,-5.77272620712034,0.0325834896841863
3.44999775711607,-5.77290508087842,0.0283573800666247
3.45499892831445,-5.77598361375618,0.0216241155693268
3.45999926429037,-5.77398258047616,-0.000493151975213113
3.46499814186728,-5.77164662052423,0.0249839368767386
3.47000181218862,-5.77483377835411,0.0167256378779386
3.47500268555671,-5.77237657680634,0.0133271050204187
3.48000020519702,-5.77352869575174,0.0211895850537138
3.48500045445688,-5.77505959025553,0.0154066143821005
3.4900026891692,-5.77428015501392,0.0124879630536235
3.49499972041892,-5.77473330771817,0.0223872407142733
3.49999746978964,-5.77314200932915,0.0278067058976744
3.50500158440836,-5.7775204015834,0.0432952192047558
3.50999869589289,-5.77461014480305,0.0214914479437782
3.5150007479109,-5.7728041079246,0.0135714854323593
3.52000081315797,-5.77483166713805,0.0380264456729894
3.52499830765425,-5.77420123412296,0.0458608097374172
3.52999863661142,-5.77324057004567,0.0373479845094211
3.53500105227064,-5.77291863745615,0.037823520458455
3.53999899894863,-5.76974240707006,0.057473077084131
3.54499774349243,-5.77299998583455,0.0266008689564839
3.55000230764832,-5.77229321348206,0.0316188849563097
3.55500057168647,-5.77476950173728,0.0389283461552188
3.55999766873838,-5.7736572627338,0.0521986332098491
3.56499849440886,-5.77217000118778,0.0437331595120372
3.57000227037735,-5.77373526251559,0.0289052660256587
3.57499748182666,-5.77131172472113,0.0350263817333268
3.57999972789046,-5.77513357838277,0.0431560062609432
3.58499760063069,-5.77394040237917,0.0545923275863555
3.59000099441034,-5.77173745944432,0.0550799719133307
3.5949987916227,-5.77458449066867,0.053075196511709
3.6000006915169,-5.77236242374262,0.0489061893131379
3.60500088092141,-5.77008565654678,0.0482343616550701
3.60999876643031,-5.77224206519976,0.0322422722244978
3.61499868311915,-5.7742378804268,0.0430320489268402
3.61999991066602,-5.77194528802023,0.0579457791926226
3.6250017526808,-5.77348976081904,0.0390987424991541
3.62999879536044,-5.77300242484555,0.0447439712878078
3.63499992451262,-5.77187147567697,0.0720855968911815
3.63999971664584,-5.77570591133884,0.0534435927602282
3.64500214571118,-5.77240856335637,0.0473584595448176
3.65000194238805,-5.7737380173483,0.03342319955418
3.65499854471387,-5.77530735530637,0.051994171522434
3.6600002598612,-5.77449972039596,0.031777826462632
3.66500188842177,-5.77529151535237,0.0449680963026009
3.66999845761835,-5.77264331818233,0.0510993836234466
3.67499803753525,-5.77209664157963,0.0747898085935115
3.67999987473582,-5.77198961951764,0.0555218666063912
3.68499906355467,-5.77500791780841,0.0417351797386129
3.68999917191597,-5.77129744768896,0.055899446444221
3.69499951715893,-5.77404430512835,0.0487743044861624
3.69999943970551,-5.77241327803573,0.0606670277355565
3.70499830253342,-5.77506996017352,0.0610395540735233
3.70999943392397,-5.77603084614351,0.051366100454821
3.71499820689452,-5.77416620961782,0.0618407735313758
3.72000175758472,-5.77369095426181,0.0415557640343607
3.72500165224051,-5.77175270128193,0.0774103277163476
3.73000112939508,-5.77266387739193,0.0566219245222445
3.73499955202159,-5.77315083308298,0.0658674423399315
3.73999998519068,-5.77088509362124,0.0648704604866198
3.74500170907336,-5.77100312351303,0.0676757567025202
3.75000043149688,-5.77422705588149,0.0660202237663304
3.75499915856606,-5.77274687223967,0.0688757499053562
3.76000075365051,-5.77229908304271,0.0614310235093938
3.7650009931606,-5.77306806235472,0.0904795393692918
3.76999927162233,-5.77217916441575,0.0733202751843247
3.77499839999381,-5.77114063541607,0.076855692782138
3.7800010546204,-5.77200567116189,0.0672033565747889
3.78499982768132,-5.77281427189387,0.0637221493900871
3.79000075973549,-5.77685244649244,0.0436071624017154
3.79499988341478,-5.772422721611,0.0818760003641183
3.7999998142457,-5.773458353019,0.0806140100094052
3.80499987345287,-5.77236851793172,0.062869258201136
3.80999940525344,-5.77282351696186,0.073278964125083
3.81500087271635,-5.77046958206735,0.075327902655286
3.82000049721633,-5.77306918845081,0.0611344124154253
3.82500071596204,-5.77103053491565,0.0796510896467471
3.83000085729261,-5.7705162692694,0.0778829473323892
3.83500027237952,-5.77155430890751,0.0676862163209291
3.84000125787367,-5.77098057752566,0.0966924039745067
3.84500021896821,-5.77072212826624,0.0844127982243534
3.84999943002093,-5.77145593542916,0.0728606662690373
3.85500105538816,-5.77339412757505,0.0802562595646276
3.85999877785404,-5.77103350515273,0.0703104737359102
3.86500035836764,-5.77233123818686,0.109919533626954
3.86999955780308,-5.77179655708452,0.0855550134290662
3.87500119957869,-5.77186379965754,0.0689214956070492
3.87999921680932,-5.77286470711736,0.0529991772001873
3.88500098825872,-5.77328005744104,0.0877218955458207
3.89000052382276,-5.77063608771275,0.093751930104037
3.89499982364306,-5.77179714922446,0.0773677448972455
3.90000079057144,-5.77320834002567,0.0871966862982456
3.90500019940042,-5.77075863171657,0.0856917696481606
3.90999993987657,-5.76983334115037,0.0986624120600144
3.91499934944091,-5.76881368447915,0.0797884662568768
3.92000021954807,-5.77247195101345,0.0771502427009122
3.92499944531419,-5.77150917621474,0.0770554856993766
3.93000118355219,-5.77242805244326,0.082346893902027
3.93499999919761,-5.77077558494151,0.112019514080317
3.93999998444321,-5.76914763963653,0.103969220313627
3.94500044818794,-5.77400519963092,0.114858788919608
3.95000072260443,-5.77082927984259,0.100999326799945
3.95500016261192,-5.77216976365209,0.110495899599157
3.96000036280632,-5.76898673837244,0.107731192318196
3.96500064590053,-5.76972071741436,0.0880914992185946
3.97000035756839,-5.76845453898031,0.0891629533135719
3.97500100809054,-5.7695870736465,0.100918916928837
3.97999979628936,-5.77025095409671,0.0993716138593792
3.98500032127905,-5.76887903396751,0.101061940005637
3.98999980304422,-5.77047436581281,0.108507024003308
3.9949996715612,-5.77155162276901,0.102292910573466
3.99999926235039,-5.76985417003458,0.0973062055401305
4.00499993279315,-5.77117874865897,0.112225378581487
4.00999901826351,-5.76937066142823,0.106606604037894
4.01499982889986,-5.7680448254137,0.108262604632062
4.01999972309296,-5.77136578437197,0.113594183815736
4.02499998981021,-5.7719837841274,0.0981632262177988
4.02999996489922,-5.77265902213318,0.122826441345583
4.03500087262253,-5.76877854722469,0.0926776385099181
4.04000018516678,-5.76937715258741,0.109623241069742
4.04499912883472,-5.76835132842146,0.130259596096376
