Frequency Log(Hz), Gain (dB), Phase (deg)
4.30103026918555, 0.0049142154324749, -0.217266338918446
4.40102971691282, 0.00884959742937912, -0.288732817104732
4.5010297131749, 0.0142280954512021, -0.390480162190586
4.60103017872829, 0.0193708974159133, -0.518849391415512
4.70102999276205, 0.0252190935985932, -0.715342645122527
4.80103002354284, 0.0301256520539783, -0.94820572475524
4.90102992519769, 0.0323011255789564, -1.26066848507087
5.00103004063505, 0.035233132845985, -1.63535069671471
5.10102997016946, 0.0344226570434768, -2.11565891128067
5.20103002244309, 0.0316535326518457, -2.70423683484048
5.30102996583445, 0.0272959685379357, -3.43837209175792
5.40102995787333, 0.0145843499892767, -4.34673622177089
5.50102996837721, -0.00161705969262341, -5.49509090355636
5.601029976014, -0.0281179227768211, -6.9079557869646
5.70102999276205, -0.0689472307087555, -8.67135147681388
5.80102999156682, -0.126926673927355, -10.8306971822951
5.90103000139607, -0.220917998123164, -13.5232372830395
6.00103000028404, -0.363361684121015, -16.8106258105204
6.10103000222141, -0.578420526871358, -20.776348051684
6.20102999698332, -0.891093490143124, -25.4721836228711
6.30102999616957, -1.34730571172223, -30.9024272016027
6.4010299980334, -1.97389365637836, -36.7764310991144
6.50102999389743, -2.8228742050898, -43.1033429507972
6.60102999628544, -3.8752872824862, -49.5638626805198
6.70102999678759, -5.20826576504406, -55.6796753130801
6.80102999476442, -6.70574793504422, -60.9602044016253
6.90102999631617, -8.37046000915417, -65.629711709781
7.00102999624894, -10.1054382971005, -71.5854885105254
7.10102999581102, -12.0063462371942, -75.2494040614322
7.20102999571033, -13.9840429403282, -77.5441767167675
7.30102999566398, -16.0150476984769, -81.0373510424251
